order_id,order_date,customer_age,restaurant_type,order_value,delivery_distance_km,delivery_time_minutes,payment_method,delivery_partner_rating,order_status
707,2024-02-18,51,Italian,610.35,13.35,85,Wallet,3.5,Cancelled
708,2024-12-16,24,Fast Food,765.13,13.23,20,Cash,3.2,Delayed
709,2024-05-11,34,Bakery,974.78,4.97,74,UPI,3.3,Cancelled
710,2024-07-21,39,Bakery,751.56,10.14,31,UPI,4.7,Cancelled
711,2024-05-06,46,Italian,688.67,6.66,42,Wallet,4.8,Cancelled
712,2024-08-04,64,Chinese,1049.29,0.86,75,Wallet,4.8,Delivered
713,2024-03-23,49,Cafe,712.17,2.91,41,Wallet,4.9,Delayed
714,2024-03-31,48,Chinese,627.05,4.95,61,Cash,4.8,Delayed
715,2024-03-12,52,Cafe,983.33,13.88,21,UPI,3.0,Delayed
716,2024-05-22,65,Bakery,159.27,13.03,78,Cash,2.9,Cancelled
717,2024-07-19,45,Indian,386.52,4.43,57,UPI,4.6,Delivered
718,2024-12-01,58,Fast Food,686.52,10.64,38,Wallet,3.5,Cancelled
719,2024-10-17,48,Bakery,213.71,8.46,37,Card,4.4,Delivered
720,2024-06-18,64,Indian,277.69,12.82,47,Wallet,4.9,Cancelled
721,2024-02-10,62,Indian,652.92,2.07,24,Wallet,4.7,Cancelled
722,2024-12-18,29,Fast Food,985.31,12.31,28,Cash,3.1,Delivered
723,2024-02-07,19,Indian,413.27,2.92,78,Card,4.0,Delivered
724,2024-07-21,20,Fast Food,163.65,9.29,51,UPI,4.9,Delivered
725,2024-11-02,45,Indian,256.98,7.17,17,Wallet,4.4,Delivered
726,2024-12-27,33,Italian,262.24,11.3,86,Card,4.5,Cancelled
727,2024-03-31,54,Cafe,387.37,2.55,52,Cash,3.2,Delivered
728,2024-10-23,55,Fast Food,530.94,10.56,67,Wallet,4.0,Delayed
729,2024-02-18,47,Indian,787.0,1.82,68,Card,3.8,Delivered
730,2024-08-06,35,Indian,947.14,5.56,56,Cash,4.5,Cancelled
731,2024-06-12,53,Cafe,832.39,13.42,15,Wallet,2.7,Delivered
732,2024-09-18,30,Bakery,329.64,3.66,74,Cash,2.6,Cancelled
733,2024-07-18,34,Bakery,348.52,5.79,43,UPI,3.2,Cancelled
734,2024-07-13,56,Chinese,890.29,9.35,19,UPI,4.8,Delivered
735,2024-02-22,21,Italian,645.83,2.86,16,Card,2.7,Cancelled
736,2024-03-29,38,Fast Food,151.92,14.72,17,Wallet,4.0,Delayed
737,2024-12-15,32,Cafe,1181.05,5.47,57,Card,4.9,Cancelled
738,2024-02-27,37,Fast Food,556.67,8.97,22,UPI,4.2,Cancelled
739,2024-05-13,23,Italian,724.9,6.92,23,Wallet,4.3,Delivered
740,2024-11-15,60,Fast Food,413.58,10.85,73,Wallet,3.9,Delayed
741,2024-01-10,49,Italian,914.75,4.89,65,Card,2.6,Delivered
742,2024-07-22,64,Indian,419.6,8.21,87,UPI,3.8,Delivered
743,2024-11-12,56,Indian,283.33,3.92,15,Cash,3.2,Delayed
744,2024-01-16,43,Bakery,967.78,1.15,57,UPI,3.9,Delayed
745,2024-02-12,25,Indian,671.88,2.62,39,Wallet,4.2,Delayed
746,2024-12-05,52,Italian,966.68,14.28,42,Wallet,3.2,Cancelled
747,2024-12-28,47,Cafe,1181.75,13.26,19,Cash,3.7,Delayed
748,2024-02-26,47,Indian,317.34,5.56,59,Wallet,3.0,Cancelled
749,2024-04-08,62,Italian,332.87,1.44,65,UPI,4.5,Delayed
750,2024-11-01,56,Bakery,974.78,7.78,79,UPI,2.5,Delivered
751,2024-09-23,64,Chinese,345.4,1.71,89,UPI,3.2,Delivered
752,2024-05-15,36,Indian,1185.32,0.63,20,UPI,3.2,Delayed
753,2024-06-18,53,Indian,832.38,3.89,53,UPI,3.3,Delayed
754,2024-12-19,37,Chinese,339.28,2.96,64,Wallet,3.9,Delivered
755,2024-03-29,57,Italian,452.69,10.34,53,UPI,4.3,Delayed
756,2024-04-14,55,Bakery,978.59,8.9,80,Wallet,2.6,Cancelled
757,2024-03-15,29,Chinese,269.52,13.95,42,UPI,3.0,Delivered
758,2024-10-04,50,Cafe,908.98,12.63,87,Cash,4.6,Cancelled
759,2024-08-09,44,Italian,1044.48,12.16,22,Card,3.2,Cancelled
760,2024-09-23,19,Italian,416.13,11.95,67,UPI,4.9,Delayed
761,2024-02-18,35,Italian,401.32,7.87,85,UPI,4.0,Delivered
762,2024-05-31,36,Cafe,617.04,11.07,76,Cash,4.2,Delayed
763,2024-05-13,47,Indian,497.5,1.01,27,Card,3.6,Delivered
764,2024-02-21,61,Bakery,873.4,2.55,20,UPI,3.3,Delayed
765,2024-04-11,48,Bakery,468.36,6.54,27,Card,4.3,Delayed
766,2024-12-23,55,Chinese,562.83,7.08,48,Card,3.2,Delivered
767,2024-05-09,42,Indian,1005.33,3.74,18,Card,3.8,Delayed
768,2024-04-26,64,Italian,728.75,14.31,28,Cash,4.9,Cancelled
769,2024-06-05,41,Indian,855.0,0.72,48,Wallet,4.9,Delivered
770,2024-05-24,65,Indian,691.13,12.2,29,Cash,2.9,Delayed
771,2024-05-27,41,Indian,709.32,1.14,87,Wallet,4.0,Cancelled
772,2024-09-16,26,Indian,186.26,5.09,15,Cash,2.6,Cancelled
773,2024-05-02,57,Chinese,736.13,3.52,45,Card,3.2,Delivered
774,2024-02-12,56,Italian,250.63,6.72,27,UPI,3.6,Cancelled
775,2024-01-28,65,Cafe,1101.94,12.49,63,Cash,3.8,Delayed
776,2024-07-24,30,Indian,571.58,5.39,38,Wallet,3.3,Delivered
777,2024-04-01,43,Italian,1173.63,4.97,30,Card,3.8,Cancelled
778,2024-05-07,28,Bakery,1131.55,0.78,45,Card,3.3,Delayed
779,2024-07-12,51,Cafe,341.85,12.86,31,Cash,3.2,Delayed
780,2024-04-21,47,Italian,861.96,3.09,26,Card,4.7,Delivered
781,2024-10-19,65,Cafe,508.3,14.43,30,UPI,2.5,Delayed
782,2024-10-10,54,Fast Food,748.83,6.98,80,Cash,4.0,Delayed
783,2024-08-21,53,Indian,566.78,0.83,19,Wallet,2.6,Delivered
784,2024-06-14,41,Cafe,1150.08,3.38,82,Card,2.6,Delayed
785,2024-02-02,33,Cafe,335.38,13.73,80,Card,4.6,Cancelled
786,2024-12-21,43,Chinese,231.75,14.73,57,UPI,3.1,Delayed
787,2024-03-05,55,Bakery,1088.02,6.66,36,Card,3.3,Delivered
788,2024-10-27,35,Bakery,153.94,1.18,84,Card,2.9,Delivered
789,2024-04-13,57,Fast Food,959.7,2.82,90,Cash,4.4,Delivered
790,2024-03-27,51,Indian,692.15,4.11,76,Wallet,3.1,Delayed
791,2024-02-20,27,Bakery,484.59,4.72,43,Cash,4.2,Delivered
792,2024-09-26,33,Fast Food,1104.82,9.81,86,Card,4.1,Delivered
793,2024-12-13,25,Bakery,515.86,8.41,39,UPI,2.9,Delivered
794,2024-01-30,55,Indian,639.93,1.85,48,Wallet,4.7,Delivered
795,2024-05-14,48,Indian,452.51,7.75,87,Wallet,3.8,Delivered
796,2024-09-19,30,Indian,463.26,2.27,42,Card,2.7,Delivered
797,2024-10-08,42,Bakery,475.68,7.98,61,Cash,3.3,Cancelled
798,2024-03-17,36,Cafe,513.28,12.87,36,Card,4.5,Cancelled
799,2024-09-02,29,Indian,393.59,6.31,15,Wallet,3.2,Cancelled
800,2024-02-13,42,Cafe,767.06,14.54,40,Card,3.2,Cancelled
801,2024-11-04,55,Cafe,192.99,14.16,43,Card,4.5,Delivered
802,2024-07-23,29,Cafe,273.53,1.33,79,UPI,3.8,Cancelled
803,2024-11-14,29,Chinese,969.81,14.45,65,Wallet,3.1,Cancelled
804,2024-12-05,56,Cafe,655.84,8.66,18,Wallet,3.8,Cancelled
805,2024-12-04,58,Chinese,258.45,0.52,76,Cash,4.8,Delivered
806,2024-01-04,28,Indian,362.47,13.12,64,UPI,4.2,Delayed
807,2024-01-28,20,Chinese,459.94,4.83,89,Cash,4.5,Cancelled
808,2024-07-04,41,Italian,654.13,1.01,51,Card,3.3,Delayed
809,2024-03-29,53,Fast Food,269.03,8.89,15,Cash,3.5,Delayed
810,2024-08-17,61,Chinese,816.66,0.94,67,Cash,4.1,Delivered
811,2024-04-25,50,Chinese,570.23,9.42,90,Cash,3.9,Delayed
812,2024-01-12,38,Italian,660.01,9.89,52,Wallet,3.2,Delivered
813,2024-06-15,49,Indian,336.22,5.41,58,Wallet,3.0,Delayed
814,2024-04-26,58,Bakery,608.58,3.08,44,UPI,3.8,Delivered
815,2024-07-02,64,Bakery,417.43,13.01,81,Card,4.7,Delayed
816,2024-12-03,45,Italian,1053.22,2.45,32,Card,2.9,Delivered
817,2024-05-17,25,Fast Food,367.83,14.4,57,Wallet,3.4,Delayed
818,2024-10-31,24,Indian,914.66,5.95,60,Card,3.0,Cancelled
819,2024-10-23,22,Cafe,730.29,11.29,84,Card,4.7,Delayed
820,2024-09-18,27,Chinese,640.43,1.85,26,Wallet,4.7,Delivered
821,2024-09-18,53,Fast Food,1180.2,5.53,55,Wallet,4.2,Delayed
822,2024-01-10,41,Bakery,534.56,5.84,38,Wallet,3.9,Delivered
823,2024-07-11,28,Indian,281.33,13.15,41,Cash,4.1,Delayed
824,2024-12-30,18,Fast Food,677.84,5.71,27,Wallet,4.5,Delivered
825,2024-11-23,63,Cafe,1026.03,8.17,69,UPI,4.6,Delivered
826,2024-06-28,49,Fast Food,1182.74,3.3,81,Wallet,3.9,Delayed
827,2024-07-21,54,Italian,155.22,0.57,27,Card,3.5,Delivered
828,2024-12-13,23,Chinese,252.6,11.3,20,Cash,3.7,Delivered
829,2024-12-26,30,Bakery,580.05,5.13,83,Card,3.6,Delivered
830,2024-08-24,53,Fast Food,286.49,10.69,30,Card,3.2,Delivered
831,2024-12-02,50,Chinese,589.09,13.51,36,Cash,3.5,Cancelled
832,2024-04-27,24,Chinese,612.48,3.63,30,Card,3.5,Delayed
833,2024-10-26,49,Italian,522.49,10.32,44,Wallet,3.4,Cancelled
834,2024-11-09,65,Chinese,696.96,13.49,55,Wallet,2.9,Delayed
835,2024-01-30,51,Cafe,384.37,9.7,53,UPI,4.1,Delayed
836,2024-06-29,56,Italian,933.63,2.2,56,Card,4.2,Delayed
837,2024-03-15,28,Fast Food,1180.72,7.3,36,Card,3.6,Delayed
838,2024-08-20,36,Cafe,198.42,8.57,28,UPI,3.0,Cancelled
839,2024-11-27,33,Indian,510.73,12.76,52,Wallet,4.7,Cancelled
840,2024-05-26,20,Bakery,280.77,12.94,65,Card,2.9,Delayed
841,2024-08-14,20,Italian,327.44,0.86,29,Card,2.8,Cancelled
842,2024-03-24,47,Fast Food,461.49,13.67,29,Cash,2.9,Cancelled
843,2024-01-08,28,Cafe,597.92,9.32,37,UPI,3.4,Cancelled
844,2024-09-25,51,Cafe,1025.66,11.11,63,Cash,4.3,Delivered
845,2024-12-01,27,Fast Food,342.32,9.24,32,Card,4.2,Delivered
846,2024-02-25,36,Italian,916.06,12.26,43,Wallet,3.5,Cancelled
847,2024-01-05,26,Bakery,643.99,5.06,25,Card,3.2,Delivered
848,2024-04-25,44,Italian,914.52,9.32,81,Cash,4.1,Delayed
849,2024-03-14,56,Cafe,684.12,9.64,59,UPI,4.0,Delayed
850,2024-07-27,27,Fast Food,238.4,11.2,68,UPI,4.1,Cancelled
851,2024-04-08,54,Italian,672.32,8.47,52,Cash,3.1,Delivered
852,2024-05-07,30,Fast Food,250.56,7.9,20,Wallet,3.0,Cancelled
853,2024-08-16,18,Fast Food,502.13,6.18,41,Card,3.3,Delivered
854,2024-10-21,43,Bakery,262.37,9.4,56,Card,3.3,Delivered
855,2024-11-29,37,Chinese,1072.4,2.13,35,Cash,4.9,Delayed
856,2024-07-12,48,Fast Food,694.88,5.22,26,Wallet,3.9,Delivered
857,2024-02-08,60,Chinese,932.55,9.9,34,Wallet,4.3,Delivered
858,2024-03-15,46,Chinese,476.31,13.53,16,Wallet,3.4,Delivered
859,2024-03-16,42,Bakery,352.34,10.21,19,UPI,4.0,Delayed
860,2024-12-05,38,Indian,168.31,14.16,52,Card,2.5,Delivered
861,2024-08-16,45,Fast Food,1167.91,12.75,43,UPI,3.3,Delivered
862,2024-01-17,40,Fast Food,657.95,7.7,89,Cash,4.8,Delivered
863,2024-01-04,49,Cafe,439.16,6.33,39,Card,4.9,Delivered
864,2024-10-13,44,Fast Food,423.1,8.59,24,UPI,3.0,Cancelled
865,2024-08-16,57,Cafe,411.0,6.61,60,Wallet,4.5,Delivered
866,2024-08-01,46,Fast Food,1137.92,4.61,76,Cash,4.9,Delayed
867,2024-03-28,23,Cafe,562.64,11.92,73,Wallet,2.8,Delayed
868,2024-08-29,54,Fast Food,1118.58,7.25,25,Card,4.3,Delayed
869,2024-02-02,40,Fast Food,577.87,13.81,58,Wallet,4.5,Delivered
870,2024-08-30,60,Italian,304.08,3.25,58,Cash,4.2,Cancelled
871,2024-09-07,46,Cafe,822.55,9.72,65,Wallet,3.2,Delayed
872,2024-02-25,19,Fast Food,1128.98,4.03,54,Cash,2.9,Delivered
873,2024-08-07,54,Chinese,670.73,8.24,27,Card,4.6,Delivered
874,2024-02-20,19,Italian,962.78,14.1,62,UPI,4.0,Delivered
875,2024-09-26,44,Bakery,877.04,1.25,46,Cash,4.3,Delayed
876,2024-03-13,34,Fast Food,464.41,13.43,85,UPI,4.5,Delayed
877,2024-05-17,19,Italian,851.41,2.29,67,Cash,3.5,Delayed
878,2024-11-09,52,Bakery,1183.42,12.79,25,UPI,3.0,Delayed
879,2024-02-06,30,Chinese,1119.21,13.57,18,Card,2.6,Delivered
880,2024-02-09,47,Indian,787.48,4.8,61,Wallet,3.1,Delayed
881,2024-08-23,48,Fast Food,803.99,7.03,58,UPI,3.4,Delayed
882,2024-02-29,22,Cafe,1120.88,5.28,37,Card,2.8,Delayed
883,2024-02-26,63,Cafe,964.45,10.82,21,Card,3.7,Delayed
884,2024-09-03,40,Chinese,686.04,9.25,59,Cash,4.1,Cancelled
885,2024-06-25,45,Chinese,227.48,6.55,77,Card,4.4,Delayed
886,2024-01-28,43,Chinese,980.6,12.55,35,Card,4.1,Delivered
887,2024-10-28,43,Chinese,377.59,10.43,89,Cash,4.9,Cancelled
888,2024-12-01,60,Cafe,597.1,9.59,60,Cash,4.1,Cancelled
889,2024-01-23,58,Italian,1087.41,6.33,54,UPI,4.6,Delayed
890,2024-06-09,37,Cafe,916.16,10.9,80,Wallet,4.3,Delayed
891,2024-10-10,50,Cafe,994.47,9.98,37,Cash,4.1,Delayed
892,2024-10-04,52,Italian,828.17,4.67,54,Card,4.8,Cancelled
893,2024-11-09,57,Italian,1113.85,6.78,18,Wallet,3.5,Delivered
894,2024-03-25,31,Indian,932.3,14.77,44,UPI,4.6,Delayed
895,2024-02-19,61,Bakery,365.45,12.14,19,Card,4.1,Delivered
896,2024-01-19,32,Italian,658.92,0.76,21,Card,2.9,Delivered
897,2024-10-22,53,Bakery,940.19,9.64,15,Wallet,4.4,Delivered
898,2024-05-03,45,Cafe,1134.13,7.23,51,Wallet,3.5,Delivered
899,2024-11-07,28,Fast Food,1073.18,5.66,61,UPI,3.6,Cancelled
900,2024-08-24,56,Indian,788.09,2.8,78,Card,4.6,Delivered
901,2024-05-07,44,Bakery,772.17,10.11,69,Cash,4.4,Cancelled
902,2024-12-03,54,Bakery,870.06,4.11,20,UPI,2.9,Delayed
903,2024-02-20,37,Indian,802.44,14.01,19,UPI,3.6,Delayed
904,2024-05-20,26,Fast Food,172.39,7.79,80,UPI,4.6,Delayed
905,2024-08-15,27,Chinese,255.03,8.89,47,Cash,3.9,Delivered
906,2024-10-06,43,Bakery,336.05,7.25,27,UPI,4.2,Delivered
907,2024-07-20,25,Cafe,778.54,8.94,60,Card,3.3,Cancelled
908,2024-08-03,47,Cafe,380.56,3.58,80,Cash,4.1,Cancelled
909,2024-07-10,48,Chinese,451.16,6.71,49,UPI,2.9,Cancelled
910,2024-12-30,60,Italian,816.48,13.84,29,UPI,4.6,Delivered
911,2024-01-13,49,Cafe,625.99,13.37,37,UPI,2.5,Cancelled
912,2024-09-24,44,Indian,678.96,13.04,82,Card,4.6,Cancelled
913,2024-05-08,31,Chinese,896.16,11.59,34,UPI,3.4,Delivered
914,2024-06-10,55,Cafe,1035.59,10.3,77,UPI,3.6,Cancelled
915,2024-08-28,31,Indian,826.41,3.06,23,Cash,3.6,Cancelled
916,2024-09-08,38,Fast Food,529.91,8.84,78,UPI,4.1,Cancelled
917,2024-01-11,62,Cafe,267.66,2.03,17,Cash,4.3,Cancelled
918,2024-08-03,24,Bakery,1096.62,14.52,88,Wallet,3.2,Delivered
919,2024-01-06,23,Cafe,394.33,8.18,29,Card,3.9,Cancelled
920,2024-08-13,39,Italian,663.72,4.58,76,Cash,4.3,Cancelled
921,2024-04-18,26,Italian,891.89,12.73,48,UPI,4.3,Cancelled
922,2024-08-22,36,Bakery,790.1,5.83,64,Cash,2.7,Cancelled
923,2024-12-17,23,Chinese,1040.45,13.42,45,Wallet,3.1,Cancelled
924,2024-03-15,32,Chinese,1071.05,13.93,69,Wallet,4.7,Delayed
925,2024-03-12,53,Bakery,295.85,9.95,80,Wallet,2.6,Delivered
926,2024-12-12,62,Indian,537.6,8.16,71,Cash,4.6,Delivered
927,2024-12-16,41,Chinese,1077.41,14.06,59,Card,2.9,Delayed
928,2024-01-22,19,Bakery,1085.41,7.53,25,Card,2.5,Cancelled
929,2024-02-14,33,Bakery,1053.42,11.56,21,Card,4.8,Cancelled
930,2024-04-29,44,Cafe,372.95,8.78,62,Card,4.1,Delivered
931,2024-08-25,50,Italian,470.07,12.06,18,UPI,4.5,Cancelled
932,2024-05-31,62,Cafe,993.2,9.38,56,Cash,3.1,Cancelled
933,2024-01-28,31,Fast Food,1071.69,12.43,31,Cash,3.2,Delayed
934,2024-12-02,50,Indian,315.69,1.7,38,Card,4.7,Delayed
935,2024-03-03,37,Bakery,717.09,4.78,84,UPI,3.3,Delayed
936,2024-04-29,63,Fast Food,262.65,1.44,24,Cash,3.3,Delivered
937,2024-11-13,53,Bakery,848.62,7.95,76,Card,4.1,Delayed
938,2024-11-02,65,Chinese,200.54,7.19,32,Wallet,3.1,Delayed
939,2024-05-25,65,Italian,870.62,1.12,37,Cash,2.6,Delayed
940,2024-09-02,26,Italian,304.05,6.84,38,Cash,4.3,Delayed
941,2024-03-12,27,Chinese,759.81,3.57,21,Wallet,3.6,Delayed
942,2024-12-12,62,Chinese,1033.94,12.99,43,Wallet,2.8,Delayed
943,2024-05-17,40,Chinese,496.46,1.58,63,UPI,5.0,Cancelled
944,2024-10-22,18,Italian,297.76,11.72,21,Cash,4.6,Delayed
945,2024-02-02,62,Italian,296.58,10.05,53,Wallet,4.0,Cancelled
946,2024-05-30,33,Bakery,754.41,7.94,46,Wallet,4.9,Delivered
947,2024-08-03,45,Cafe,1147.06,12.39,48,Wallet,4.7,Delayed
948,2024-01-27,19,Indian,1140.05,12.01,75,Cash,3.2,Delivered
949,2024-04-12,59,Indian,877.52,8.27,80,UPI,3.4,Delayed
950,2024-05-30,32,Bakery,658.86,6.72,32,Cash,2.8,Cancelled
951,2024-12-10,62,Fast Food,599.93,5.05,45,Card,4.8,Delayed
952,2024-01-23,31,Italian,666.35,8.35,50,Wallet,3.3,Delayed
953,2024-11-01,44,Cafe,922.35,2.6,44,Wallet,3.2,Cancelled
954,2024-05-01,58,Cafe,403.53,7.65,81,Wallet,4.0,Delayed
955,2024-06-21,28,Bakery,737.46,5.03,78,Card,3.8,Delayed
956,2024-05-30,41,Italian,376.81,5.23,25,Cash,3.9,Delivered
957,2024-10-23,45,Indian,1040.22,9.64,36,Cash,4.6,Cancelled
958,2024-07-30,49,Italian,775.78,9.13,19,Card,5.0,Cancelled
959,2024-05-04,20,Bakery,763.48,0.61,23,Wallet,3.3,Delayed
960,2024-07-29,56,Chinese,673.35,7.23,79,Wallet,3.1,Cancelled
961,2024-05-08,29,Chinese,338.05,2.69,42,Wallet,3.0,Delayed
962,2024-01-12,35,Italian,698.81,5.03,76,Wallet,4.3,Delivered
963,2024-08-07,26,Chinese,361.2,7.59,16,Wallet,3.4,Delivered
964,2024-01-19,64,Indian,866.05,0.81,33,UPI,3.0,Cancelled
965,2024-05-11,56,Indian,521.31,9.05,67,Card,3.4,Cancelled
966,2024-05-19,55,Indian,686.57,8.04,64,UPI,3.1,Delivered
967,2024-05-25,55,Italian,785.38,2.51,28,Wallet,4.3,Delivered
968,2024-10-24,65,Indian,1057.41,13.81,70,Wallet,4.1,Cancelled
969,2024-01-13,46,Chinese,900.38,13.6,52,Card,4.2,Delayed
970,2024-06-29,37,Bakery,414.29,4.38,39,Wallet,3.2,Delivered
971,2024-03-24,57,Bakery,243.54,12.64,15,Wallet,2.9,Cancelled
972,2024-04-04,34,Chinese,644.06,7.21,43,Cash,4.6,Delayed
973,2024-04-04,45,Cafe,341.52,8.25,83,Wallet,3.0,Cancelled
974,2024-11-25,38,Italian,373.5,14.23,73,UPI,3.1,Cancelled
975,2024-01-20,53,Chinese,881.75,3.8,20,UPI,5.0,Delivered
976,2024-02-18,34,Chinese,1052.14,10.34,79,UPI,2.8,Delivered
977,2024-04-05,39,Bakery,234.48,11.78,48,Wallet,2.5,Delivered
978,2024-02-16,22,Indian,986.97,3.54,89,Cash,2.7,Delayed
979,2024-07-23,52,Fast Food,597.4,6.26,30,Cash,3.3,Cancelled
980,2024-08-23,19,Indian,1022.47,1.04,26,Cash,4.2,Delivered
981,2024-10-12,33,Cafe,558.99,10.99,25,UPI,3.3,Delayed
982,2024-12-18,23,Italian,330.8,9.87,42,Cash,3.0,Delayed
983,2024-04-02,30,Cafe,527.37,7.35,19,Card,3.7,Cancelled
984,2024-03-29,43,Italian,1173.2,11.28,60,Cash,2.6,Delivered
985,2024-08-23,53,Cafe,316.51,5.98,52,UPI,3.5,Delivered
986,2024-09-03,64,Italian,269.29,2.47,60,Wallet,3.9,Cancelled
987,2024-12-16,46,Fast Food,672.41,12.17,67,Cash,4.3,Cancelled
988,2024-11-22,49,Indian,688.94,2.16,21,Wallet,4.3,Delivered
989,2024-09-15,46,Bakery,255.98,13.02,59,Cash,4.1,Delivered
990,2024-03-15,58,Chinese,493.76,4.09,32,Wallet,4.4,Cancelled
991,2024-10-19,47,Bakery,187.33,13.31,18,Wallet,2.9,Cancelled
992,2024-01-02,55,Chinese,662.06,11.87,41,Cash,3.4,Cancelled
993,2024-03-01,38,Fast Food,605.55,1.64,71,Wallet,3.6,Delivered
994,2024-05-07,53,Bakery,608.15,13.49,29,Cash,2.9,Cancelled
995,2024-10-04,53,Fast Food,684.22,13.15,68,Cash,4.7,Cancelled
996,2024-07-09,53,Bakery,598.32,11.73,59,Card,2.8,Delivered
997,2024-05-19,46,Italian,436.3,10.79,29,Card,2.6,Cancelled
998,2024-09-08,28,Chinese,489.28,8.66,52,UPI,4.7,Delayed
999,2024-04-20,28,Bakery,586.28,1.45,65,Wallet,3.3,Cancelled
1000,2024-03-07,54,Italian,958.93,9.53,51,Cash,3.3,Cancelled
1001,2024-07-01,28,Chinese,522.36,6.64,49,UPI,3.3,Cancelled
1002,2024-02-11,18,Chinese,394.67,0.75,73,Wallet,4.2,Delivered
1003,2024-01-23,31,Italian,1018.66,13.24,22,Card,3.9,Delayed
1004,2024-11-26,26,Chinese,462.21,6.79,60,Cash,4.1,Delivered
1005,2024-12-24,54,Italian,231.49,9.25,77,UPI,2.9,Delayed
1006,2024-05-06,35,Cafe,193.09,13.17,53,UPI,4.2,Cancelled
1007,2024-04-17,51,Cafe,480.08,4.61,16,Cash,4.3,Delayed
1008,2024-03-22,36,Cafe,716.64,7.63,84,UPI,4.7,Cancelled
1009,2024-03-19,27,Fast Food,319.9,2.56,85,Card,2.7,Cancelled
1010,2024-09-16,55,Bakery,579.19,13.98,47,Wallet,4.1,Delayed
1011,2024-03-11,38,Chinese,261.83,0.85,86,Wallet,3.3,Delivered
1012,2024-01-14,28,Cafe,899.89,5.91,48,UPI,4.0,Delivered
1013,2024-06-13,61,Chinese,1000.59,6.4,74,Card,4.0,Cancelled
1014,2024-11-17,29,Chinese,601.46,10.06,42,UPI,3.9,Delivered
1015,2024-03-26,34,Bakery,1063.13,6.96,61,UPI,4.2,Delivered
1016,2024-11-01,33,Cafe,868.36,6.91,82,UPI,4.1,Cancelled
1017,2024-01-13,45,Fast Food,333.36,5.23,84,Card,3.9,Delivered
1018,2024-07-26,42,Cafe,372.81,13.56,24,Card,2.7,Delivered
1019,2024-10-10,60,Cafe,259.55,3.88,39,Cash,2.8,Delivered
1020,2024-12-04,61,Italian,633.95,8.71,43,UPI,4.2,Delayed
1021,2024-08-11,19,Fast Food,200.56,5.68,64,Cash,3.7,Cancelled
1022,2024-05-18,55,Bakery,794.91,6.77,33,UPI,4.0,Delivered
1023,2024-03-16,34,Indian,564.67,6.39,65,Card,3.7,Delivered
1024,2024-12-29,34,Bakery,1133.88,14.62,31,Wallet,2.5,Delayed
1025,2024-10-29,19,Chinese,174.83,2.51,24,Cash,3.9,Delayed
1026,2024-11-28,63,Chinese,787.98,9.73,48,Cash,3.0,Delivered
1027,2024-08-25,19,Chinese,1136.43,3.68,19,Card,3.4,Cancelled
1028,2024-03-09,54,Bakery,1081.02,13.55,71,Card,4.1,Cancelled
1029,2024-01-25,18,Indian,959.94,2.52,28,Wallet,4.6,Delayed
1030,2024-07-03,40,Chinese,791.12,10.51,64,UPI,4.9,Delivered
1031,2024-05-12,20,Bakery,180.08,2.77,33,Cash,3.7,Delivered
1032,2024-06-30,46,Indian,285.11,2.13,50,Wallet,4.8,Delivered
1033,2024-10-17,65,Italian,1082.95,3.01,52,Card,4.2,Cancelled
1034,2024-07-17,28,Cafe,787.89,7.24,47,UPI,4.0,Delivered
1035,2024-09-05,63,Indian,882.61,0.69,30,Cash,4.0,Cancelled
1036,2024-07-27,44,Chinese,673.41,2.96,86,Wallet,4.3,Cancelled
1037,2024-12-19,29,Bakery,887.11,3.9,16,UPI,3.2,Delivered
1038,2024-02-29,19,Italian,321.96,9.19,40,Wallet,3.7,Cancelled
1039,2024-05-17,58,Italian,569.27,1.0,71,Wallet,4.7,Delayed
1040,2024-12-04,34,Bakery,983.96,10.08,21,Wallet,3.0,Delayed
1041,2024-10-25,54,Indian,784.92,6.38,18,UPI,3.4,Cancelled
1042,2024-11-04,65,Bakery,521.59,13.89,55,Card,4.3,Delivered
1043,2024-04-24,36,Cafe,604.22,0.62,60,Cash,4.7,Delivered
1044,2024-07-06,31,Italian,694.44,2.67,77,UPI,4.0,Cancelled
1045,2024-05-13,25,Fast Food,473.93,11.68,53,Cash,4.9,Cancelled
1046,2024-04-23,51,Cafe,1143.01,4.49,50,Card,4.1,Delivered
1047,2024-03-08,48,Bakery,263.31,8.38,67,Cash,4.3,Delivered
1048,2024-04-20,56,Italian,865.14,14.17,24,Wallet,3.7,Cancelled
1049,2024-03-14,63,Cafe,283.4,5.37,82,UPI,2.5,Cancelled
1050,2024-11-12,51,Indian,1144.56,6.46,70,Cash,4.9,Cancelled
1051,2024-11-30,31,Fast Food,633.95,6.37,27,UPI,3.3,Cancelled
1052,2024-10-02,31,Bakery,1116.93,12.06,59,Cash,4.7,Delivered
1053,2024-12-25,27,Chinese,263.36,0.94,71,Cash,4.7,Delayed
1054,2024-06-30,51,Indian,439.59,8.12,35,UPI,4.0,Delivered
1055,2024-05-06,18,Italian,312.33,12.58,74,Wallet,4.4,Cancelled
1056,2024-02-27,38,Bakery,394.52,7.86,85,UPI,3.8,Cancelled
1057,2024-06-29,54,Indian,863.91,6.26,23,Card,4.2,Delivered
1058,2024-07-28,18,Bakery,1086.52,14.73,43,Wallet,3.7,Delivered
